Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
West Footscray,5/2 Ormond Rd,3,townhouse,700000,property sold,Jas,15/07/2017,6.4,3012,3,2,2.0,125,131.0,2013.0,Maribyrnong,Western Metropolitan,5058
Westmeadows,27 Eyre St,3,house,800000,property sold,YPA,15/07/2017,16.5,3049,3,2,2.0,898,142.0,1985.0,Hume,Northern Metropolitan,2474
Wheelers Hill,994 Waverley Rd,5,house,1090000,property sold,Ray,15/07/2017,16.7,3150,5,2,2.0,698,246.0,1978.0,Monash,South-Eastern Metropolitan,7392
Williamstown,47 Pasco St,4,house,1920000,property sold prior,Williams,15/07/2017,6.8,3016,4,2,0.0,388,178.0,1900.0,Hobsons Bay,Western Metropolitan,6380
Wollert,24 Edenvale Bvd,4,house,530000,property sold prior,hockingstuart,15/07/2017,25.5,3750,4,2,2.0,448,155.0,2011.0,Whittlesea,Northern Metropolitan,2940
Yarraville,17 Adeney St,3,house,982500,property sold,Village,15/07/2017,6.3,3013,3,2,2.0,444,122.0,1945.0,Maribyrnong,Western Metropolitan,6543
Yarraville,12 Montague St,3,house,1230000,property sold,Jas,15/07/2017,6.3,3013,3,1,2.0,433,144.0,1880.0,Maribyrnong,Western Metropolitan,6543
Abbotsford,133 Yarra St,2,house,1190000,property sold,Biggin,22/07/2017,3.0,3067,2,2,1.0,147,175.0,2000.0,Yarra,Northern Metropolitan,4019
Aberfeldie,5 Aroona Ct,3,house,1680000,property sold prior,Raine,22/07/2017,7.5,3040,3,2,2.0,673,136.0,1965.0,Moonee Valley,Western Metropolitan,1543
Altona Meadows,52 Shirley St,3,house,620000,property sold,hockingstuart,22/07/2017,15.5,3028,3,1,2.0,466,107.0,1975.0,Hobsons Bay,Western Metropolitan,7630
Altona North,12 Chambers Rd,3,house,830000,property sold prior,RT,22/07/2017,9.4,3025,3,2,2.0,529,130.0,1965.0,Hobsons Bay,Western Metropolitan,5132
Altona North,313 Millers Rd,4,house,805000,property sold,Sweeney,22/07/2017,9.4,3025,4,2,5.0,562,146.0,1950.0,Hobsons Bay,Western Metropolitan,5132
Altona North,2/16 Stapley Cr,2,house,510000,property sold,Sweeney,22/07/2017,9.4,3025,2,1,1.0,170,100.0,2001.0,Hobsons Bay,Western Metropolitan,5132
Armadale,16/74 Denbigh Rd,2,unit,486000,property sold,hockingstuart,22/07/2017,6.3,3143,2,1,2.0,0,63.0,1960.0,Stonnington,Southern Metropolitan,4836
Ascot Vale,2/41 Sandown Rd,3,townhouse,855000,property sold,Alexkarbon,22/07/2017,4.3,3032,3,1,2.0,159,129.0,2011.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,67 The Parade,2,house,1035000,property sold,Alexkarbon,22/07/2017,4.3,3032,2,1,1.0,319,117.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ashwood,5 Kiewa St,4,house,1450000,property sold,Fletchers,22/07/2017,10.2,3147,4,2,1.0,803,154.0,1965.0,Monash,Southern Metropolitan,2894
Ashwood,47B Vannam Dr,3,townhouse,1060000,property sold,Buxton,22/07/2017,10.2,3147,3,2,2.0,343,1.0,2000.0,Monash,Southern Metropolitan,2894
Aspendale,14 Ebb St,3,house,970000,vendor bid,hockingstuart,22/07/2017,21.5,3195,4,2,2.0,612,154.0,1960.0,Kingston,South-Eastern Metropolitan,2824
Avondale Heights,49 Ridge Dr,3,house,750000,property passed in,Barry,22/07/2017,9.5,3034,3,1,2.0,561,103.0,1990.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,55 Ridge Dr,5,house,800000,vendor bid,Barry,22/07/2017,9.5,3034,5,2,3.0,577,166.0,1985.0,Moonee Valley,Western Metropolitan,4502
Balwyn North,7 Adeney St,5,house,2400000,vendor bid,hockingstuart,22/07/2017,9.7,3104,5,4,2.0,742,262.0,1980.0,Boroondara,Southern Metropolitan,7809
Balwyn North,67 Winfield Rd,4,house,1850000,sold after auction,Fletchers,22/07/2017,9.7,3104,4,4,3.0,929,266.0,1960.0,Boroondara,Southern Metropolitan,7809
Beaconsfield,12 Windsor Dr,4,house,670000,property sold prior,Harcourts,22/07/2017,39.0,3807,4,2,2.0,900,244.0,2005.0,Cardinia,Eastern Victoria,2332
Beaumaris,16A Coronet Gr,3,townhouse,1850000,property passed in,McGrath,22/07/2017,17.3,3193,3,3,2.0,252,203.0,2007.0,Bayside,Southern Metropolitan,5366
Bellfield,9 Sullivan St,2,house,906000,property sold,Miles,22/07/2017,8.8,3081,2,1,1.0,617,109.98,1960.0,Banyule,Eastern Metropolitan,790
Bentleigh,2/21 Vickery St,2,unit,410000,property passed in,hockingstuart,22/07/2017,11.4,3204,2,1,1.0,834,75.0,1967.0,Glen Eira,Southern Metropolitan,6795
Bentleigh,12 Wood St,5,house,1500000,property passed in,hockingstuart,22/07/2017,11.4,3204,5,2,2.0,591,188.0,1950.0,Glen Eira,Southern Metropolitan,6795
Blackburn South,2A Stewart Av,3,house,874000,property sold,Fletchers,22/07/2017,13.4,3130,3,2,1.0,232,103.0,2014.0,Whitehorse,Eastern Metropolitan,4387
Braybrook,12/27 Marnoo St,3,townhouse,560000,property sold,Sweeney,22/07/2017,8.6,3019,3,1,1.0,158,137.0,2002.0,Maribyrnong,Western Metropolitan,3589
Broadmeadows,82 Cuthbert St,3,house,450000,property sold,YPA,22/07/2017,14.0,3047,3,1,1.0,0,100.0,1960.0,Hume,Northern Metropolitan,4294
Brunswick,148 Donald St,3,house,1120000,property sold,Raine,22/07/2017,5.2,3056,3,1,1.0,322,107.0,1920.0,Moreland,Northern Metropolitan,11918
Brunswick,54 Dunstan Av,2,house,1110000,property sold,Jellis,22/07/2017,5.2,3056,2,1,0.0,196,101.0,1922.0,Moreland,Northern Metropolitan,11918
Brunswick,24 Mitchell St,4,house,1790000,property sold,Nelson,22/07/2017,5.2,3056,4,3,6.0,733,238.0,1950.0,Moreland,Northern Metropolitan,11918
Brunswick East,408/1 Brunswick Rd,1,unit,390500,property sold prior,Ray,22/07/2017,4.0,3057,1,1,1.0,0,49.0,2011.0,Moreland,Northern Metropolitan,5533
Bundoora,43 Cheadle Cr,5,house,999000,property sold,Ray,22/07/2017,12.1,3083,5,2,2.0,627,268.0,1991.0,Banyule,Northern Metropolitan,10175
Carnegie,5/9 Cosy Gum Rd,2,unit,796000,property sold,Thomson,22/07/2017,10.1,3163,2,1,2.0,0,86.0,1975.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2A Walden Gr,3,house,1050000,vendor bid,Eview,22/07/2017,10.1,3163,3,1,2.0,184,133.0,1990.0,Glen Eira,Southern Metropolitan,7822
Caulfield North,6/374 Dandenong Rd,2,unit,610000,property passed in,Greg,22/07/2017,7.8,3161,2,1,1.0,816,88.0,2007.0,Glen Eira,Southern Metropolitan,6923
Chelsea,1/15 Cross Rd,2,unit,639000,property sold,Eview,22/07/2017,27.0,3196,2,1,2.0,278,104.0,1980.0,Kingston,South-Eastern Metropolitan,3906
Cheltenham,30 Nancy St,3,house,1050000,property passed in,Barry,22/07/2017,17.9,3192,3,1,2.0,539,169.0,1970.0,Kingston,Southern Metropolitan,9758
Clifton Hill,11/165 Noone St,2,unit,640000,sold after auction,Nelson,22/07/2017,3.6,3068,2,2,1.0,533,110.0,2011.0,Yarra,Northern Metropolitan,2954
Coburg,35 Belgrave St,3,house,1285000,property sold,Nelson,22/07/2017,6.7,3058,3,1,2.0,579,143.0,1930.0,Moreland,Northern Metropolitan,11204
Collingwood,53 Mater St,2,house,1080000,property sold,Nelson,22/07/2017,2.0,3066,2,1,0.0,0,94.0,1890.0,Yarra,Northern Metropolitan,4553
Craigieburn,11 Heytesbury Cr,3,house,607500,property sold,hockingstuart,22/07/2017,20.6,3064,3,2,2.0,654,185.0,1999.0,Hume,Northern Metropolitan,15510
Craigieburn,60 Northumberland Cct,3,house,500000,property sold,Stockdale,22/07/2017,20.6,3064,3,2,2.0,448,150.0,2008.0,Hume,Northern Metropolitan,15510
Craigieburn,70 Penhall Dr,3,house,510000,property sold,Ray,22/07/2017,20.6,3064,3,2,2.0,350,161.0,2014.0,Hume,Northern Metropolitan,15510
Craigieburn,36 Serenity Wy,4,house,592500,property sold,Ray,22/07/2017,20.6,3064,4,2,2.0,448,188.0,2011.0,Hume,Northern Metropolitan,15510
Dandenong,1 Caroline St,3,house,669000,property sold,Stockdale,22/07/2017,24.7,3175,3,1,1.0,713,145.0,1960.0,Greater Dandenong,South-Eastern Metropolitan,10894
Dandenong North,7 Buchan St,5,house,895000,property sold,Barry,22/07/2017,24.7,3175,5,2,4.0,779,186.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,8322
Delahey,11 Barley Ct,4,house,505000,property sold,YPA,22/07/2017,18.0,3037,4,2,2.0,344,105.9,1995.0,Brimbank,Western Metropolitan,2898
Doncaster,5 Alma Ct,5,house,1530000,property sold,Barry,22/07/2017,12.4,3108,5,3,2.0,851,215.0,1975.0,Manningham,Eastern Metropolitan,9028
Doncaster East,18B Churchill St,3,townhouse,816000,property sold,Barry,22/07/2017,14.3,3109,3,1,2.0,0,121.0,2010.0,Manningham,Eastern Metropolitan,10999
Doncaster East,45 Elizabeth St,4,house,1385000,property sold,Jellis,22/07/2017,14.3,3109,4,3,2.0,417,203.0,1980.0,Manningham,Eastern Metropolitan,10999
Doveton,33 Kanooka Gr,2,house,472500,property sold,C21,22/07/2017,28.8,3177,2,1,2.0,590,74.0,1960.0,Casey,South-Eastern Metropolitan,3533
East Melbourne,205/30 St Andrews Pl,1,unit,895000,property sold,Kay,22/07/2017,1.3,3002,1,1,1.0,0,60.0,1990.0,Melbourne,Northern Metropolitan,3040
Edithvale,9a Ivan Av,2,unit,724000,property sold,O'Brien,22/07/2017,27.0,3196,2,1,2.0,224,104.0,2000.0,Kingston,South-Eastern Metropolitan,2546
Elsternwick,16 Allison Rd,3,house,1975000,property sold,Biggin,22/07/2017,7.2,3185,3,2,2.0,458,165.0,1900.0,Glen Eira,Southern Metropolitan,4898
Elsternwick,4/49 Seymour Rd,3,townhouse,1200000,property sold,Biggin,22/07/2017,7.2,3185,3,1,2.0,1405,117.0,1965.0,Glen Eira,Southern Metropolitan,4898
Elwood,7/59 Ormond Rd,2,unit,630000,property sold,McGrath,22/07/2017,7.2,3184,2,1,1.0,637,73.0,1970.0,Port Phillip,Southern Metropolitan,8989
Essendon North,18 Royal Av,3,house,1535000,property sold,Jellis,22/07/2017,8.2,3041,3,1,2.0,811,152.0,1925.0,Moonee Valley,Western Metropolitan,1308
Fawkner,115 Lorne St,2,house,830000,property passed in,Stockdale,22/07/2017,13.1,3060,2,1,1.0,779,102.0,1950.0,Moreland,Northern Metropolitan,5070
Ferntree Gully,7 Austin St,3,house,740000,property sold prior,Stockdale,22/07/2017,24.8,3156,3,1,2.0,968,118.0,1955.0,Knox,Eastern Metropolitan,10788
Footscray,107/250 Barkly St,2,unit,430000,property passed in,McGrath,22/07/2017,5.1,3011,2,1,1.0,1909,110.0,2007.0,Maribyrnong,Western Metropolitan,7570
Footscray,16 Creswick St,3,house,900000,property passed in,Sweeney,22/07/2017,5.1,3011,3,1,3.0,312,106.0,1880.0,Maribyrnong,Western Metropolitan,7570
Footscray,15 Greer St,4,house,1000000,sold after auction,Nelson,22/07/2017,5.1,3011,4,2,1.0,180,206.0,1994.0,Maribyrnong,Western Metropolitan,7570
Footscray,12 Jerrold St,4,house,891000,property sold,Sweeney,22/07/2017,5.1,3011,4,1,3.0,446,101.7,1920.0,Maribyrnong,Western Metropolitan,7570
Forest Hill,19 Victor Cr,3,house,1011000,property sold,McGrath,22/07/2017,15.4,3131,3,1,1.0,590,114.0,1960.0,Whitehorse,Eastern Metropolitan,4385
Glen Iris,2/10 Osborne Av,2,unit,580000,vendor bid,hockingstuart,22/07/2017,7.3,3146,2,1,1.0,200,62.0,1970.0,Stonnington,Southern Metropolitan,10412
Glen Iris,8/12 Osborne Av,2,unit,519500,property sold,Marshall,22/07/2017,7.3,3146,2,1,1.0,1101,73.0,1970.0,Stonnington,Southern Metropolitan,10412
Glen Waverley,2/51 Avonhurst Dr,2,unit,656000,property sold,Harcourts,22/07/2017,16.7,3150,2,1,1.0,345,120.0,2012.0,Monash,Eastern Metropolitan,15321
Glen Waverley,32 Maylands Cr,5,house,1182000,property sold,Ray,22/07/2017,16.7,3150,5,2,3.0,650,152.0,1975.0,Monash,Eastern Metropolitan,15321
Glen Waverley,2/32 Wilson Rd,3,unit,1000000,property passed in,McGrath,22/07/2017,16.7,3150,3,2,2.0,365,124.0,1996.0,Monash,Eastern Metropolitan,15321
Glenroy,4/39 Clovelly Av,2,unit,493000,property sold,Biggin,22/07/2017,11.2,3046,2,1,2.0,201,201.0,2000.0,Moreland,Northern Metropolitan,8870
Glenroy,8 Granville St,3,house,940000,property sold prior,Stockdale,22/07/2017,11.2,3046,3,2,5.0,627,173.0,1960.0,Moreland,Northern Metropolitan,8870
Glenroy,3/42 Harold St,2,unit,435000,property sold,Nelson,22/07/2017,11.2,3046,2,1,1.0,144,73.0,2010.0,Moreland,Northern Metropolitan,8870
Hadfield,146 East St,4,house,741000,property sold,Nelson,22/07/2017,11.2,3046,4,1,2.0,652,158.0,1960.0,Moreland,Northern Metropolitan,2606
Hadfield,99 Hilton St,3,house,550000,property sold,Eview,22/07/2017,11.2,3046,3,1,2.0,325,100.0,1950.0,Moreland,Northern Metropolitan,2606
Hampton,7 Exon St,3,townhouse,1405000,property sold,Buxton,22/07/2017,13.8,3188,3,2,2.0,220,139.0,2014.0,Bayside,Southern Metropolitan,5454
Heathmont,91 Campbell St,4,house,1270500,property sold,Philip,22/07/2017,21.3,3135,4,2,3.0,801,180.0,1957.0,Maroondah,Eastern Metropolitan,3794
Heathmont,61 Canterbury Rd,3,house,751000,property sold prior,Mandy,22/07/2017,21.3,3135,3,1,2.0,693,129.0,1950.0,Maroondah,Eastern Metropolitan,3794
Highett,10 Haynes St,4,house,1535000,property sold,Thomson,22/07/2017,16.0,3190,4,2,2.0,719,719.0,1998.0,Bayside,Southern Metropolitan,4794
Hillside,93 Saronvale Cr,4,house,700000,property passed in,Barry,22/07/2017,18.0,3037,4,2,4.0,788,236.0,1995.0,Melton,Western Metropolitan,5556
Hoppers Crossing,46 Bourke Cr,3,house,520000,property sold,LJ,22/07/2017,18.4,3029,3,1,0.0,609,109.0,1986.0,Wyndham,Western Metropolitan,13830
Hoppers Crossing,2 Burge Cr,4,house,650000,property sold prior,Triwest,22/07/2017,18.4,3029,4,2,2.0,680,205.0,1985.0,Wyndham,Western Metropolitan,13830
Hughesdale,3/9 Clapham Rd,2,unit,472000,property sold,LITTLE,22/07/2017,12.3,3166,2,1,1.0,0,70.0,1970.0,Monash,Southern Metropolitan,3145
Ivanhoe,4/75 Green St,2,townhouse,880000,property sold,Miles,22/07/2017,7.8,3079,2,1,2.0,229,113.0,2005.0,Banyule,Eastern Metropolitan,5549
Ivanhoe,6/36 Livingstone St,4,townhouse,985000,vendor bid,Jellis,22/07/2017,7.8,3079,4,3,2.0,181,154.0,2016.0,Banyule,Eastern Metropolitan,5549
Jacana,12 Lorraine Cr,3,house,528000,property sold prior,RW,22/07/2017,14.0,3047,3,1,3.0,588,92.0,1960.0,Hume,Northern Metropolitan,851
Keilor East,3 Border Dr,3,house,918000,property sold,Nelson,22/07/2017,11.7,3033,3,2,2.0,669,166.0,2000.0,Moonee Valley,Western Metropolitan,5629
Kew,38 Wiltshire Dr,2,unit,591000,property sold,Nelson,22/07/2017,5.4,3101,2,1,2.0,0,90.0,1887.0,Boroondara,Southern Metropolitan,10331
Kings Park,261 Taylors Rd,3,house,565000,property sold,Ray,22/07/2017,14.0,3021,3,2,3.0,543,106.9,1980.0,Brimbank,Western Metropolitan,2878
Kurunjang,8 Carberry Dr,4,house,362000,property sold prior,hockingstuart,22/07/2017,31.7,3337,4,2,2.0,685,141.0,1970.0,Melton,Northern Victoria,3553
Lalor,69 Monash St,3,house,560000,property sold,Love,22/07/2017,16.3,3075,3,1,2.0,535,104.0,1970.0,Whittlesea,Northern Metropolitan,8279
Langwarrin,17/165 North Rd,3,unit,447000,property sold,hockingstuart,22/07/2017,41.0,3910,3,1,2.0,230,102.0,2002.0,Frankston,Eastern Victoria,8743
Maidstone,7 Churchill Av,3,house,681000,property sold prior,Biggin,22/07/2017,6.4,3012,3,1,2.0,523,93.82,1950.0,Maribyrnong,Western Metropolitan,3873
Maidstone,12 Inkerman St,3,house,1005000,property sold,Sweeney,22/07/2017,6.4,3012,3,1,5.0,653,109.0,1930.0,Maribyrnong,Western Metropolitan,3873
Maidstone,18 Pullar St,2,house,468000,property sold,Burnham,22/07/2017,6.4,3012,2,1,2.0,312,89.0,1990.0,Maribyrnong,Western Metropolitan,3873
Maribyrnong,7 Cavalry Cct,3,townhouse,640000,property sold,Biggin,22/07/2017,4.3,3032,3,2,2.0,91,132.0,2000.0,Maribyrnong,Western Metropolitan,4918
Meadow Heights,1/2 Dakara Cl,3,unit,420000,property sold,YPA,22/07/2017,17.4,3048,3,1,1.0,658,94.0,1990.0,Hume,Northern Metropolitan,4704
Melton South,8 Charles Ct,3,house,326000,property sold,hockingstuart,22/07/2017,29.8,3338,3,1,1.0,611,115.0,1985.0,Melton,Western Victoria,4718
Mill Park,4 Streeton Cct,3,house,725000,property sold,Ray,22/07/2017,17.9,3082,3,2,2.0,602,129.0,1980.0,Whittlesea,Northern Metropolitan,10529
Mitcham,11 Beaufort St,3,house,1101000,property sold,Ray,22/07/2017,17.2,3132,3,1,2.0,774,132.6,1950.0,Whitehorse,Eastern Metropolitan,6871
Mitcham,1/17 Milne St,4,townhouse,926000,property sold,Ray,22/07/2017,17.2,3132,4,3,2.0,374,170.0,2000.0,Whitehorse,Eastern Metropolitan,6871
Moonee Ponds,16/122 Maribyrnong Rd,1,unit,362000,property sold,Brad,22/07/2017,6.2,3039,1,1,1.0,0,55.0,2015.0,Moonee Valley,Western Metropolitan,6232
Mordialloc,3/2 Woods Av,1,unit,309000,property sold,Barry,22/07/2017,21.5,3195,1,1,1.0,57,42.0,1978.0,Kingston,South-Eastern Metropolitan,3650
Mount Waverley,4/254 Waverley Rd,2,unit,611000,property sold,Win,22/07/2017,14.2,3149,2,1,1.0,161,82.0,1970.0,Monash,Eastern Metropolitan,13366
Mulgrave,2 Kinkora Ct,3,house,755000,property sold,Ray,22/07/2017,18.8,3170,3,2,2.0,197,132.0,2005.0,Monash,South-Eastern Metropolitan,7113
Mulgrave,25 Morawa Dr,3,house,862000,property sold,Win,22/07/2017,18.8,3170,3,2,2.0,246,3.0,2002.0,Monash,South-Eastern Metropolitan,7113
Mulgrave,75 Wattle Gr,3,house,815500,property sold,Ray,22/07/2017,18.8,3170,3,2,2.0,434,104.0,1960.0,Monash,South-Eastern Metropolitan,7113
Newport,102 Market St,3,house,1100000,vendor bid,Williams,22/07/2017,6.2,3015,3,2,3.0,449,154.3,1940.0,Hobsons Bay,Western Metropolitan,5498
Niddrie,8 Goble St,4,house,1130000,property sold prior,Nelson,22/07/2017,10.4,3042,4,2,2.0,650,163.0,1975.0,Moonee Valley,Western Metropolitan,2291
Niddrie,64 Muriel St,4,house,1006000,property sold,Brad,22/07/2017,10.4,3042,4,2,1.0,270,178.74,2008.0,Moonee Valley,Western Metropolitan,2291
Noble Park,2/21 Marna Ct,2,unit,445000,property sold,iSell,22/07/2017,22.7,3174,2,1,3.0,197,82.0,1998.0,Greater Dandenong,South-Eastern Metropolitan,11806
Noble Park,371 Princes Hwy,3,house,650000,property sold prior,iSell,22/07/2017,22.7,3174,3,1,1.0,603,130.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,11806
North Melbourne,306/64 MacAulay Rd,2,unit,465000,property sold prior,Jellis,22/07/2017,1.8,3051,2,1,1.0,0,53.0,2010.0,Melbourne,Northern Metropolitan,6821
Northcote,31 Gladstone Av,3,house,1335000,property sold,Nelson,22/07/2017,5.3,3070,3,1,1.0,390,112.0,1920.0,Darebin,Northern Metropolitan,11364
Oakleigh South,44 Golf Rd,4,house,1390000,property sold,Buxton,22/07/2017,15.5,3167,4,2,2.0,558,243.0,2010.0,Monash,South-Eastern Metropolitan,3692
Pakenham,1 Loxton Wy,4,house,643500,property sold,C21,22/07/2017,47.3,3810,4,2,2.0,600,300.0,2010.0,Cardinia,Eastern Victoria,17384
Pascoe Vale,1A Braeside St,2,townhouse,510000,property passed in,Nelson,22/07/2017,8.5,3044,2,1,1.0,129,88.3,2012.0,Moreland,Northern Metropolitan,7485
Pascoe Vale,3/25 Devon Rd,2,unit,550000,property sold prior,Rendina,22/07/2017,8.5,3044,2,1,1.0,164,80.7,2008.0,Moreland,Northern Metropolitan,7485
Pascoe Vale,2/8 Stewart St,2,unit,580000,property sold,Nelson,22/07/2017,8.5,3044,2,1,1.0,103,111.0,2010.0,Moreland,Northern Metropolitan,7485
Preston,5/49 Austral Av,1,unit,250000,property passed in,hockingstuart,22/07/2017,8.4,3072,1,1,1.0,631,34.0,1965.0,Darebin,Northern Metropolitan,14577
Preston,1/70 Bruce St,1,unit,392000,property sold,Harcourts,22/07/2017,8.4,3072,1,1,1.0,629,41.0,1965.0,Darebin,Northern Metropolitan,14577
Preston,24 Dermot St,1,unit,505000,property sold prior,Woodards,22/07/2017,8.4,3072,1,1,1.0,102,43.0,2000.0,Darebin,Northern Metropolitan,14577
Preston,27 Pender St,3,house,980000,property sold,Harrington,22/07/2017,8.4,3072,3,1,3.0,397,107.0,1925.0,Darebin,Northern Metropolitan,14577
Reservoir,9/23 Ashley St,2,house,320000,property passed in,Ray,22/07/2017,12.0,3073,2,1,1.0,89,65.0,1965.0,Darebin,Northern Metropolitan,21650
Reservoir,1/3 Drysdale St,2,townhouse,617500,property sold prior,RW,22/07/2017,12.0,3073,2,2,1.0,0,114.0,2010.0,Darebin,Northern Metropolitan,21650
Reservoir,11 Knox St,5,house,1282500,sold after auction,Nelson,22/07/2017,12.0,3073,5,2,2.0,499,251.0,2015.0,Darebin,Northern Metropolitan,21650
Richmond,221/253 Bridge Rd,2,unit,419000,property sold,Jellis,22/07/2017,2.4,3121,2,1,1.0,3512,51.0,2011.0,Yarra,Northern Metropolitan,14949
Richmond,401/28 Tanner St,2,unit,1667500,property sold,Jellis,22/07/2017,2.4,3121,2,2,2.0,92,141.0,1940.0,Yarra,Northern Metropolitan,14949
Richmond,306/45 York St,2,unit,685000,property sold prior,Collins,22/07/2017,2.4,3121,2,2,1.0,0,77.0,2011.0,Yarra,Northern Metropolitan,14949
Ringwood,26 Major St,3,house,882500,property sold,hockingstuart,22/07/2017,19.9,3134,3,2,2.0,918,145.0,1975.0,Maroondah,Eastern Metropolitan,7785
Ringwood,3 Sang Ct,3,house,910000,property sold,Philip,22/07/2017,19.9,3134,3,2,2.0,651,162.0,1977.0,Maroondah,Eastern Metropolitan,7785
Sandringham,124 Abbott St,3,house,1651000,property sold,Buxton,22/07/2017,15.2,3191,3,2,1.0,390,125.0,1950.0,Bayside,Southern Metropolitan,4497
Scoresby,72 Arnold Dr,4,house,1040000,property sold,Purplebricks,22/07/2017,22.2,3179,4,2,2.0,1134,152.0,1970.0,Knox,Eastern Metropolitan,2206
Scoresby,17 Walsh Av,4,house,1120000,property sold,Noel,22/07/2017,22.2,3179,4,2,2.0,960,179.0,1985.0,Knox,Eastern Metropolitan,2206
South Morang,102 Vincent Dr,3,house,500000,sold after auction,Harcourts,22/07/2017,20.5,3752,3,2,2.0,330,118.0,2008.0,Whittlesea,Northern Metropolitan,7969
South Yarra,7/85 Caroline St,1,unit,420000,property sold,hockingstuart,22/07/2017,2.7,3141,1,1,1.0,0,43.0,1960.0,Stonnington,Southern Metropolitan,14887
South Yarra,804/2 Claremont St,2,unit,460000,vendor bid,Gary,22/07/2017,2.7,3141,2,2,0.0,0,63.0,2014.0,Stonnington,Southern Metropolitan,14887
South Yarra,10/391 Toorak Rd,2,unit,1340000,property sold,Marshall,22/07/2017,2.7,3141,2,2,2.0,0,133.0,1995.0,Stonnington,Southern Metropolitan,14887
Springvale South,5 Gwent St,3,house,700000,property passed in,iSell,22/07/2017,22.2,3172,3,1,2.0,638,105.0,1980.0,Greater Dandenong,South-Eastern Metropolitan,4054
St Kilda,8/240 Barkly St,1,unit,360000,property sold,hockingstuart,22/07/2017,5.0,3182,1,1,1.0,0,49.0,1971.0,Port Phillip,Southern Metropolitan,13240
Strathmore,10 Fenacre St,4,house,1220000,property sold,Nelson,22/07/2017,8.2,3041,4,1,2.0,750,185.0,1960.0,Moonee Valley,Western Metropolitan,3284
Sunbury,315 Elizabeth Dr,3,house,500000,property sold,YPA,22/07/2017,31.7,3429,3,1,3.0,678,127.0,1975.0,Hume,Western Metropolitan,14092
Sunbury,11 Gruner St,3,house,438000,property sold,YPA,22/07/2017,31.7,3429,3,1,4.0,606,96.0,1994.0,Hume,Western Metropolitan,14092
Sunshine North,95A Berkshire Rd,4,townhouse,650000,property sold prior,Sweeney,22/07/2017,10.5,3020,4,2,1.0,283,181.6,2005.0,Brimbank,Western Metropolitan,4217
Sunshine West,9 Noble Ct,3,townhouse,615000,property passed in,Barry,22/07/2017,10.5,3020,3,2,1.0,358,27.0,1999.0,Brimbank,Western Metropolitan,6763
Sydenham,7 Argyll St,4,house,740000,property sold,Purplebricks,22/07/2017,18.0,3037,4,2,2.0,1017,156.0,2000.0,Brimbank,Western Metropolitan,3640
Tarneit,26 Bradman Dr,4,house,463500,property sold,hockingstuart,22/07/2017,18.4,3029,4,2,2.0,371,156.0,2006.0,Wyndham,Western Metropolitan,10160
Tarneit,30 Cobram St,3,house,530000,property sold,hockingstuart,22/07/2017,18.4,3029,3,2,2.0,400,153.0,2009.0,Wyndham,Western Metropolitan,10160
Tarneit,7 Vive St,3,house,446000,property sold,Sweeney,22/07/2017,18.4,3029,3,2,2.0,326,162.0,2012.0,Wyndham,Western Metropolitan,10160
Taylors Hill,55 Bloomsbury Dr,3,house,520000,property sold,Barry,22/07/2017,18.0,3037,3,2,2.0,389,161.0,2005.0,Melton,Western Metropolitan,4242
Taylors Hill,20 Hobart Wy,3,house,530000,property sold prior,YPA,22/07/2017,18.0,3037,3,2,1.0,343,119.0,2011.0,Melton,Western Metropolitan,4242
Taylors Hill,6 Hobart Wy,5,house,725500,property sold,Barry,22/07/2017,18.0,3037,5,3,2.0,450,260.0,2011.0,Melton,Western Metropolitan,4242
Taylors Lakes,23A Wentworth Dr,3,townhouse,502000,property sold,Barry,22/07/2017,15.5,3038,3,2,2.0,198,143.0,2004.0,Brimbank,Western Metropolitan,5336
Templestowe Lower,46 Feathertop Av,4,house,1215000,property sold,hockingstuart,22/07/2017,12.4,3107,4,2,4.0,729,240.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,1/6 Union St,2,townhouse,731000,property sold,Jellis,22/07/2017,12.4,3107,2,1,1.0,217,115.0,2005.0,Manningham,Eastern Metropolitan,5420
Thomastown,24 Banksia Av,3,house,651000,sold after auction,Harcourts,22/07/2017,15.3,3074,3,1,2.0,526,116.0,1970.0,Whittlesea,Northern Metropolitan,7955
Thomastown,14 Marjory St,3,house,631000,property sold,Harcourts,22/07/2017,15.3,3074,3,1,2.0,584,121.0,1965.0,Whittlesea,Northern Metropolitan,7955
Thornbury,105 Fyffe St,3,house,1110000,property sold prior,McGrath,22/07/2017,7.0,3071,3,1,0.0,396,113.0,1930.0,Darebin,Northern Metropolitan,8870
Toorak,8/161 Alexandra Av,2,unit,735000,property sold prior,Jellis,22/07/2017,4.1,3142,2,1,1.0,0,84.0,1935.0,Stonnington,Southern Metropolitan,7217
